subject,sex,age,bigram_freq,concreteness,Initial,diversity,letters,item,correct,response_time,trans_prob,word_freq
19,1,46,10,4.4,large,468,5,adult,1,980,0.000296112,5078
16,1,22,10,2.73,want,139,6,advice,1,986,0.000173771,10437
24,1,48,10,2.29,people,679,7,achieve,1,989,8.05E-05,6768
26,0,51,10,2.74,quickly,129,5,added,1,992,0.000807494,15375
28,1,30,10,2.35,markup,1,8,language,1,995,0.454545455,18778
26,0,51,12,4,hoax,2,4,call,1,997,0.075471698,19484
26,0,51,10,4.4,large,468,5,adult,1,999,0.000296112,5078
24,1,48,14,4.8,canned,3,4,food,1,1000,0.065116279,18992
19,1,46,10,2.22,before,517,6,actual,1,1000,0.000113282,6851
2,1,50,10,2.73,want,139,6,advice,1,1001,0.000173771,10437
16,1,22,17,4.64,larval,3,5,stage,1,1004,0.116438356,16565
17,1,33,10,2.7,less,479,6,afraid,1,1009,0.000280332,5967
6,1,30,14,4.8,canned,3,4,food,1,1013,0.065116279,18992
29,0,29,10,4.4,large,468,5,adult,1,1019,0.000296112,5078
26,0,51,10,2.31,enforced,11,7,absence,1,1019,0.010090817,5780
28,1,30,10,4.4,large,468,5,adult,1,1021,0.000296112,5078
3,1,60,14,3.93,chow,1,4,test,1,1032,0.208955224,13701
9,1,46,14,3.93,chow,1,4,test,1,1032,0.208955224,13701
6,1,30,10,2.74,quickly,129,5,added,1,1038,0.000807494,15375
8,1,30,10,2.7,less,479,6,afraid,1,1040,0.000280332,5967
8,1,30,13,4.41,glide,1,4,path,1,1040,0.059090909,6251
12,0,24,10,3.07,time,569,6,across,1,1041,6.45E-05,25203
22,1,29,10,2.74,quickly,129,5,added,1,1043,0.000807494,15375
29,0,29,12,3.21,darn,1,5,sight,1,1052,0.153846154,6712
6,1,30,10,4.87,craggy,1,4,face,1,1053,0.082644628,34978
6,1,30,11,2.57,give,248,7,advance,1,1055,0.000243811,5040
22,1,29,10,2.7,less,479,6,afraid,1,1063,0.000280332,5967
26,0,51,10,3.89,secret,69,7,address,1,1065,0.001734605,7036
11,1,20,10,4.87,craggy,1,4,face,1,1068,0.082644628,34978
17,1,33,10,3.89,secret,69,7,address,1,1077,0.001734605,7036
3,1,60,10,2.38,really,505,4,able,1,1080,0.000207943,30410
9,1,46,10,2.38,really,505,4,able,1,1080,0.000207943,30410
22,1,29,10,2.86,hostile,19,6,action,1,1081,0.006067961,22099
21,1,18,10,2.86,hostile,19,6,action,1,1089,0.006067961,22099
20,1,23,10,2.22,before,517,6,actual,1,1093,0.000113282,6851
11,1,20,10,2.29,people,679,7,achieve,1,1094,8.05E-05,6768
8,1,30,10,2.31,enforced,11,7,absence,1,1098,0.010090817,5780
19,1,46,10,3.32,many,975,6,active,1,1099,0.000111532,7290
18,1,25,10,3.18,slush,1,4,fund,1,1113,0.12195122,6407
26,0,51,14,3.93,chow,1,4,test,1,1119,0.208955224,13701
6,1,30,10,3.07,time,569,6,across,1,1120,6.45E-05,25203
3,1,60,10,2.31,enforced,11,7,absence,1,1126,0.010090817,5780
9,1,46,10,2.31,enforced,11,7,absence,1,1126,0.010090817,5780
6,1,30,10,2.7,less,479,6,afraid,1,1156,0.000280332,5967
29,0,29,17,4.64,larval,3,5,stage,1,1162,0.116438356,16565
17,1,33,10,2.29,people,679,7,achieve,1,1170,8.05E-05,6768
3,1,60,10,2.73,want,139,6,advice,1,1173,0.000173771,10437
9,1,46,10,2.73,want,139,6,advice,1,1173,0.000173771,10437
22,1,29,10,4.87,craggy,1,4,face,1,1175,0.082644628,34978
12,0,24,12,3.21,darn,1,5,sight,1,1175,0.153846154,6712
12,0,24,10,2.38,really,505,4,able,1,1195,0.000207943,30410
29,0,29,11,2.57,give,248,7,advance,1,1215,0.000243811,5040
16,1,22,10,3.89,secret,69,7,address,1,1219,0.001734605,7036
24,1,48,10,2.31,enforced,11,7,absence,1,1222,0.010090817,5780
29,0,29,10,2.73,want,139,6,advice,1,1233,0.000173771,10437
16,1,22,10,2.7,less,479,6,afraid,1,1234,0.000280332,5967
19,1,46,12,3.21,darn,1,5,sight,1,1240,0.153846154,6712
16,1,22,10,3.07,time,569,6,across,1,1279,6.45E-05,25203
20,1,23,10,2.31,enforced,11,7,absence,1,1289,0.010090817,5780
16,1,22,10,3.03,always,567,6,accept,1,1294,0.000216319,9807
2,1,50,11,2.39,puck,1,4,fair,1,1298,0.183333333,9210
3,1,60,10,2.35,markup,1,8,language,1,1313,0.454545455,18778
9,1,46,10,2.35,markup,1,8,language,1,1313,0.454545455,18778
24,1,48,12,4,hoax,2,4,call,1,1315,0.075471698,19484
16,1,22,13,3.89,coiled,1,6,spring,1,1320,0.067010309,5983
29,0,29,14,4.8,canned,3,4,food,1,1336,0.065116279,18992
24,1,48,10,2.67,rustic,1,5,style,1,1336,0.041152263,10725
21,1,18,10,2.73,want,139,6,advice,1,1338,0.000173771,10437
16,1,22,10,3.32,many,975,6,active,1,1339,0.000111532,7290
3,1,60,11,2.39,puck,1,4,fair,1,1362,0.183333333,9210
9,1,46,11,2.39,puck,1,4,fair,1,1362,0.183333333,9210
11,1,20,17,4.64,larval,3,5,stage,1,1365,0.116438356,16565
2,1,50,10,3.07,time,569,6,across,1,1373,6.45E-05,25203
19,1,46,10,2.86,hostile,19,6,action,1,1383,0.006067961,22099
16,1,22,10,2.71,local,568,6,access,1,1406,0.000215689,10940
16,1,22,10,2.31,enforced,11,7,absence,1,1420,0.010090817,5780
19,1,46,12,4,hoax,2,4,call,1,1430,0.075471698,19484
26,0,51,10,3.07,time,569,6,across,1,1438,6.45E-05,25203
23,1,42,0,3.3,abase,0,6,number,1,431,0,49385
7,0,38,0,3.3,abase,0,6,number,1,489,0,49385
14,0,22,0,3.3,abase,0,6,number,1,506,0,49385
10,1,21,0,3.3,abase,0,6,number,1,508,0,49385
14,0,22,0,4.8,building,177,4,food,1,366,0,18992
2,1,50,0,3.3,abase,0,6,number,1,549,0,49385
11,1,20,0,3.3,abase,0,6,number,1,571,0,49385
22,1,29,0,3.3,abase,0,6,number,1,608,0,49385
27,1,46,0,3.3,abase,0,6,number,1,610,0,49385
8,1,30,0,3.3,abase,0,6,number,1,640,0,49385
8,1,30,0,4.8,building,177,4,food,1,401,0,18992
12,0,24,0,3.3,abase,0,6,number,1,706,0,49385
26,0,51,0,3.3,abase,0,6,number,1,763,0,49385
20,1,23,0,3.3,abase,0,6,number,1,794,0,49385
28,1,30,0,3.3,abase,0,6,number,1,815,0,49385
18,1,25,0,3.3,abase,0,6,number,1,924,0,49385
16,1,22,0,3.3,abase,0,6,number,1,926,0,49385
3,1,60,0,3.3,abase,0,6,number,1,972,0,49385
9,1,46,0,3.3,abase,0,6,number,1,972,0,49385
6,1,30,0,3.3,abase,0,6,number,1,1091,0,49385
7,0,38,0,2.03,berate,0,8,involved,1,413,0,19964
27,1,46,0,2.03,berate,0,8,involved,1,417,0,19964
13,1,29,0,2.03,berate,0,8,involved,1,457,0,19964
17,1,33,0,2.03,berate,0,8,involved,1,506,0,19964
21,1,18,0,2.03,berate,0,8,involved,1,543,0,19964
10,1,21,0,2.03,berate,0,8,involved,1,556,0,19964
23,1,42,0,2.03,berate,0,8,involved,1,591,0,19964
12,0,24,0,2.03,berate,0,8,involved,1,606,0,19964
11,1,20,0,2.03,berate,0,8,involved,1,658,0,19964
18,1,25,0,2.03,berate,0,8,involved,1,711,0,19964
5,1,29,0,2.03,berate,0,8,involved,1,712,0,19964
28,1,30,0,2.03,berate,0,8,involved,1,717,0,19964
20,1,23,0,2.03,berate,0,8,involved,1,737,0,19964
1,1,30,0,2.03,berate,0,8,involved,1,741,0,19964
14,0,22,0,2.03,berate,0,8,involved,1,744,0,19964
22,1,29,0,2.03,berate,0,8,involved,1,755,0,19964
3,1,60,0,2.03,berate,0,8,involved,1,914,0,19964
9,1,46,0,2.03,berate,0,8,involved,1,914,0,19964
8,1,30,0,2.03,berate,0,8,involved,1,940,0,19964
2,1,50,0,2.03,berate,0,8,involved,1,994,0,19964
29,0,29,0,2.03,berate,0,8,involved,1,1133,0,19964
19,1,46,0,2.03,berate,0,8,involved,1,1213,0,19964
7,0,38,0,4.8,building,177,4,food,1,477,0,18992
28,1,30,0,4.8,building,177,4,food,1,480,0,18992
23,1,42,0,2.41,briskly,8,5,allow,1,430,0,11469
7,0,38,0,2.41,briskly,8,5,allow,1,481,0,11469
14,0,22,0,2.41,briskly,8,5,allow,1,484,0,11469
18,1,25,0,2.41,briskly,8,5,allow,1,514,0,11469
8,1,30,0,2.41,briskly,8,5,allow,1,554,0,11469
28,1,30,0,2.41,briskly,8,5,allow,1,597,0,11469
20,1,23,0,2.41,briskly,8,5,allow,1,617,0,11469
22,1,29,0,2.41,briskly,8,5,allow,1,645,0,11469
3,1,60,0,2.41,briskly,8,5,allow,1,688,0,11469
9,1,46,0,2.41,briskly,8,5,allow,1,688,0,11469
11,1,20,0,2.41,briskly,8,5,allow,1,690,0,11469
2,1,50,0,2.41,briskly,8,5,allow,1,764,0,11469
10,1,21,0,2.41,briskly,8,5,allow,1,793,0,11469
6,1,30,0,2.41,briskly,8,5,allow,1,974,0,11469
19,1,46,0,2.41,briskly,8,5,allow,1,1066,0,11469
14,0,22,0,4,chilli,5,4,call,1,359,0,19484
12,0,24,0,2.41,briskly,8,5,allow,1,1183,0,11469
7,0,38,0,4,chilli,5,4,call,1,381,0,19484
27,1,46,0,4,chilli,5,4,call,1,402,0,19484
1,1,30,0,4,chilli,5,4,call,1,418,0,19484
10,1,21,0,4,chilli,5,4,call,1,435,0,19484
8,1,30,0,4,chilli,5,4,call,1,472,0,19484
23,1,42,0,4,chilli,5,4,call,1,482,0,19484
12,0,24,0,4,chilli,5,4,call,1,499,0,19484
13,1,29,0,4,chilli,5,4,call,1,501,0,19484
5,1,29,0,4,chilli,5,4,call,1,509,0,19484
18,1,25,0,4,chilli,5,4,call,1,515,0,19484
3,1,60,0,4,chilli,5,4,call,1,532,0,19484
9,1,46,0,4,chilli,5,4,call,1,532,0,19484
28,1,30,0,4,chilli,5,4,call,1,543,0,19484
16,1,22,0,4,chilli,5,4,call,1,660,0,19484
21,1,18,0,4,chilli,5,4,call,1,686,0,19484
26,0,51,0,4,chilli,5,4,call,1,692,0,19484
22,1,29,0,4,chilli,5,4,call,1,755,0,19484
2,1,50,0,4,chilli,5,4,call,1,787,0,19484
11,1,20,0,4,chilli,5,4,call,1,928,0,19484
17,1,33,0,4,chilli,5,4,call,1,1012,0,19484
19,1,46,0,4,chilli,5,4,call,1,1165,0,19484
24,1,48,0,4,chilli,5,4,call,1,1225,0,19484
7,0,38,0,2.35,cycle,44,8,language,1,528,0,18778
23,1,42,0,2.35,cycle,44,8,language,1,549,0,18778
14,0,22,0,2.35,cycle,44,8,language,1,554,0,18778
20,1,23,0,2.35,cycle,44,8,language,1,580,0,18778
10,1,21,0,2.35,cycle,44,8,language,1,687,0,18778
27,1,46,0,2.35,cycle,44,8,language,1,749,0,18778
18,1,25,0,2.35,cycle,44,8,language,1,804,0,18778
11,1,20,0,2.35,cycle,44,8,language,1,829,0,18778
26,0,51,0,2.35,cycle,44,8,language,1,862,0,18778
28,1,30,0,2.35,cycle,44,8,language,1,886,0,18778
8,1,30,0,2.35,cycle,44,8,language,1,996,0,18778
2,1,50,0,2.35,cycle,44,8,language,1,1051,0,18778
3,1,60,0,2.35,cycle,44,8,language,1,1100,0,18778
9,1,46,0,2.35,cycle,44,8,language,1,1100,0,18778
12,0,24,0,2.35,cycle,44,8,language,1,1139,0,18778
19,1,46,0,2.35,cycle,44,8,language,1,1162,0,18778
6,1,30,0,2.35,cycle,44,8,language,1,1342,0,18778
7,0,38,0,4.47,drubs,0,5,nudge,1,414,0,153
10,1,21,0,4.47,drubs,0,5,nudge,1,481,0,153
13,1,29,0,4.47,drubs,0,5,nudge,1,495,0,153
11,1,20,0,4.47,drubs,0,5,nudge,1,502,0,153
18,1,25,0,4.47,drubs,0,5,nudge,1,508,0,153
23,1,42,0,4.47,drubs,0,5,nudge,1,515,0,153
22,1,29,0,4.47,drubs,0,5,nudge,1,554,0,153
14,0,22,0,4.47,drubs,0,5,nudge,1,568,0,153
17,1,33,0,4.47,drubs,0,5,nudge,1,605,0,153
28,1,30,0,4.47,drubs,0,5,nudge,1,646,0,153
3,1,60,0,4.47,drubs,0,5,nudge,1,705,0,153
9,1,46,0,4.47,drubs,0,5,nudge,1,705,0,153
26,0,51,0,4.47,drubs,0,5,nudge,1,737,0,153
12,0,24,0,4.47,drubs,0,5,nudge,1,737,0,153
6,1,30,0,4.47,drubs,0,5,nudge,1,750,0,153
2,1,50,0,4.8,building,177,4,food,1,549,0,18992
20,1,23,0,4.47,drubs,0,5,nudge,1,756,0,153
1,1,30,0,4.47,drubs,0,5,nudge,1,772,0,153
21,1,18,0,4.47,drubs,0,5,nudge,1,800,0,153
27,1,46,0,4.47,drubs,0,5,nudge,1,893,0,153
29,0,29,0,4.47,drubs,0,5,nudge,1,970,0,153
5,1,29,0,4.47,drubs,0,5,nudge,1,974,0,153
16,1,22,0,4.47,drubs,0,5,nudge,1,1103,0,153
25,1,47,0,4.47,drubs,0,5,nudge,1,1117,0,153
2,1,50,0,4.47,drubs,0,5,nudge,1,1384,0,153
7,0,38,0,4.56,faith,49,4,rink,1,397,0,141
10,1,21,0,4.56,faith,49,4,rink,1,492,0,141
14,0,22,0,4.56,faith,49,4,rink,1,497,0,141
27,1,46,0,4.56,faith,49,4,rink,1,542,0,141
12,0,24,0,4.56,faith,49,4,rink,1,683,0,141
22,1,29,0,4.56,faith,49,4,rink,1,692,0,141
18,1,25,0,4.56,faith,49,4,rink,1,756,0,141
24,1,48,0,4.56,faith,49,4,rink,1,810,0,141
2,1,50,0,4.56,faith,49,4,rink,1,825,0,141
16,1,22,0,4.56,faith,49,4,rink,1,841,0,141
20,1,23,0,4.56,faith,49,4,rink,1,949,0,141
6,1,30,0,4.56,faith,49,4,rink,1,1070,0,141
11,1,20,0,4.56,faith,49,4,rink,1,1075,0,141
28,1,30,0,4.56,faith,49,4,rink,1,1121,0,141
19,1,46,0,4.56,faith,49,4,rink,1,1123,0,141
7,0,38,0,3.82,fart,0,6,course,1,401,0,19694
13,1,29,0,3.82,fart,0,6,course,1,505,0,19694
27,1,46,0,3.82,fart,0,6,course,1,511,0,19694
10,1,21,0,3.82,fart,0,6,course,1,543,0,19694
18,1,25,0,3.82,fart,0,6,course,1,544,0,19694
14,0,22,0,3.82,fart,0,6,course,1,553,0,19694
24,1,48,0,3.82,fart,0,6,course,1,573,0,19694
11,1,20,0,3.82,fart,0,6,course,1,587,0,19694
28,1,30,0,3.82,fart,0,6,course,1,592,0,19694
8,1,30,0,3.82,fart,0,6,course,1,606,0,19694
12,0,24,0,3.82,fart,0,6,course,1,641,0,19694
5,1,29,0,3.82,fart,0,6,course,1,650,0,19694
3,1,60,0,3.82,fart,0,6,course,1,678,0,19694
9,1,46,0,3.82,fart,0,6,course,1,678,0,19694
20,1,23,0,3.82,fart,0,6,course,1,693,0,19694
1,1,30,0,3.82,fart,0,6,course,1,698,0,19694
21,1,18,0,3.82,fart,0,6,course,1,826,0,19694
2,1,50,0,3.82,fart,0,6,course,1,903,0,19694
26,0,51,0,3.82,fart,0,6,course,1,926,0,19694
29,0,29,0,3.82,fart,0,6,course,1,1008,0,19694
22,1,29,0,3.82,fart,0,6,course,1,1015,0,19694
6,1,30,0,3.82,fart,0,6,course,1,1093,0,19694
19,1,46,0,3.82,fart,0,6,course,1,1160,0,19694
16,1,22,0,3.82,fart,0,6,course,1,1164,0,19694
17,1,33,0,3.82,fart,0,6,course,1,1366,0,19694
18,1,25,0,4.8,building,177,4,food,1,590,0,18992
20,1,23,0,1.76,geese,4,4,wits,1,489,0,400
27,1,46,0,1.76,geese,4,4,wits,1,582,0,400
10,1,21,0,1.76,geese,4,4,wits,1,697,0,400
14,0,22,0,1.76,geese,4,4,wits,1,721,0,400
28,1,30,0,1.76,geese,4,4,wits,1,772,0,400
16,1,22,0,1.76,geese,4,4,wits,1,949,0,400
18,1,25,0,1.76,geese,4,4,wits,1,981,0,400
3,1,60,0,1.76,geese,4,4,wits,1,1165,0,400
9,1,46,0,1.76,geese,4,4,wits,1,1165,0,400
7,0,38,0,3.03,gimlet,0,6,coding,1,425,0,494
14,0,22,0,3.03,gimlet,0,6,coding,1,450,0,494
5,1,29,0,3.03,gimlet,0,6,coding,1,566,0,494
8,1,30,0,3.03,gimlet,0,6,coding,1,622,0,494
20,1,23,0,3.03,gimlet,0,6,coding,1,623,0,494
10,1,21,0,3.03,gimlet,0,6,coding,1,642,0,494
1,1,30,0,3.03,gimlet,0,6,coding,1,673,0,494
17,1,33,0,3.03,gimlet,0,6,coding,1,681,0,494
18,1,25,0,3.03,gimlet,0,6,coding,1,682,0,494
12,0,24,0,3.03,gimlet,0,6,coding,1,714,0,494
21,1,18,0,3.03,gimlet,0,6,coding,1,718,0,494
27,1,46,0,3.03,gimlet,0,6,coding,1,727,0,494
11,1,20,0,3.03,gimlet,0,6,coding,1,728,0,494
25,1,47,0,3.03,gimlet,0,6,coding,1,758,0,494
23,1,42,0,3.03,gimlet,0,6,coding,1,778,0,494
6,1,30,0,3.03,gimlet,0,6,coding,1,892,0,494
3,1,60,0,3.03,gimlet,0,6,coding,1,948,0,494
9,1,46,0,3.03,gimlet,0,6,coding,1,948,0,494
2,1,50,0,3.03,gimlet,0,6,coding,1,1055,0,494
28,1,30,0,3.03,gimlet,0,6,coding,1,1255,0,494
29,0,29,0,3.03,gimlet,0,6,coding,1,1314,0,494
16,1,22,0,3.03,gimlet,0,6,coding,1,1334,0,494
23,1,42,0,4.8,building,177,4,food,1,600,0,18992
14,0,22,0,2.53,gunboat,0,5,found,1,421,0,48923
3,1,60,0,4.8,building,177,4,food,1,608,0,18992
27,1,46,0,2.53,gunboat,0,5,found,1,470,0,48923
20,1,23,0,2.53,gunboat,0,5,found,1,479,0,48923
9,1,46,0,4.8,building,177,4,food,1,608,0,18992
22,1,29,0,2.53,gunboat,0,5,found,1,488,0,48923
23,1,42,0,2.53,gunboat,0,5,found,1,490,0,48923
11,1,20,0,2.53,gunboat,0,5,found,1,517,0,48923
8,1,30,0,2.53,gunboat,0,5,found,1,546,0,48923
18,1,25,0,2.53,gunboat,0,5,found,1,554,0,48923
7,0,38,0,2.53,gunboat,0,5,found,1,607,0,48923
28,1,30,0,2.53,gunboat,0,5,found,1,708,0,48923
12,0,24,0,2.53,gunboat,0,5,found,1,711,0,48923
10,1,21,0,2.53,gunboat,0,5,found,1,731,0,48923
3,1,60,0,2.53,gunboat,0,5,found,1,831,0,48923
9,1,46,0,2.53,gunboat,0,5,found,1,831,0,48923
26,0,51,0,2.53,gunboat,0,5,found,1,912,0,48923
16,1,22,0,2.53,gunboat,0,5,found,1,945,0,48923
2,1,50,0,2.53,gunboat,0,5,found,1,983,0,48923
19,1,46,0,2.53,gunboat,0,5,found,1,1062,0,48923
27,1,46,0,4.14,lifer ,0,4,hugs,1,316,0,103
24,1,48,0,4.8,building,177,4,food,1,631,0,18992
20,1,23,0,4.8,building,177,4,food,1,632,0,18992
12,0,24,0,4.8,building,177,4,food,1,645,0,18992
13,1,29,0,4.14,lifer ,0,4,hugs,1,445,0,103
5,1,29,0,4.14,lifer ,0,4,hugs,1,472,0,103
1,1,30,0,4.14,lifer ,0,4,hugs,1,510,0,103
22,1,29,0,4.14,lifer ,0,4,hugs,1,522,0,103
14,0,22,0,4.14,lifer ,0,4,hugs,1,541,0,103
10,1,21,0,4.14,lifer ,0,4,hugs,1,544,0,103
28,1,30,0,4.14,lifer ,0,4,hugs,1,556,0,103
21,1,18,0,4.14,lifer ,0,4,hugs,1,562,0,103
7,0,38,0,4.14,lifer ,0,4,hugs,1,568,0,103
11,1,20,0,4.8,building,177,4,food,1,657,0,18992
16,1,22,0,4.14,lifer ,0,4,hugs,1,641,0,103
8,1,30,0,4.14,lifer ,0,4,hugs,1,648,0,103
6,1,30,0,4.14,lifer ,0,4,hugs,1,760,0,103
18,1,25,0,4.14,lifer ,0,4,hugs,1,790,0,103
20,1,23,0,4.14,lifer ,0,4,hugs,1,809,0,103
2,1,50,0,4.14,lifer ,0,4,hugs,1,825,0,103
29,0,29,0,4.14,lifer ,0,4,hugs,1,849,0,103
12,0,24,0,4.14,lifer ,0,4,hugs,1,884,0,103
26,0,51,0,4.14,lifer ,0,4,hugs,1,953,0,103
25,1,47,0,4.14,lifer ,0,4,hugs,1,972,0,103
19,1,46,0,4.14,lifer ,0,4,hugs,1,978,0,103
3,1,60,0,4.14,lifer ,0,4,hugs,1,1026,0,103
9,1,46,0,4.14,lifer ,0,4,hugs,1,1026,0,103
17,1,33,0,4.14,lifer ,0,4,hugs,1,1124,0,103
22,1,29,0,4.8,building,177,4,food,1,666,0,18992
27,1,46,0,4.8,building,177,4,food,1,668,0,18992
27,1,46,0,2.04,meet,112,4,gone,1,420,0,19548
7,0,38,0,2.04,meet,112,4,gone,1,437,0,19548
10,1,21,0,2.04,meet,112,4,gone,1,460,0,19548
21,1,18,0,2.04,meet,112,4,gone,1,468,0,19548
5,1,29,0,2.04,meet,112,4,gone,1,488,0,19548
20,1,23,0,2.04,meet,112,4,gone,1,498,0,19548
28,1,30,0,2.04,meet,112,4,gone,1,501,0,19548
14,0,22,0,2.04,meet,112,4,gone,1,504,0,19548
3,1,60,0,2.04,meet,112,4,gone,1,550,0,19548
9,1,46,0,2.04,meet,112,4,gone,1,550,0,19548
8,1,30,0,2.04,meet,112,4,gone,1,551,0,19548
18,1,25,0,2.04,meet,112,4,gone,1,554,0,19548
23,1,42,0,2.04,meet,112,4,gone,1,573,0,19548
24,1,48,0,2.04,meet,112,4,gone,1,580,0,19548
13,1,29,0,2.04,meet,112,4,gone,1,580,0,19548
2,1,50,0,2.04,meet,112,4,gone,1,585,0,19548
22,1,29,0,2.04,meet,112,4,gone,1,587,0,19548
1,1,30,0,2.04,meet,112,4,gone,1,591,0,19548
29,0,29,0,2.04,meet,112,4,gone,1,603,0,19548
12,0,24,0,2.04,meet,112,4,gone,1,604,0,19548
11,1,20,0,2.04,meet,112,4,gone,1,646,0,19548
17,1,33,0,2.04,meet,112,4,gone,1,664,0,19548
16,1,22,0,2.04,meet,112,4,gone,1,716,0,19548
26,0,51,0,2.04,meet,112,4,gone,1,803,0,19548
19,1,46,0,2.04,meet,112,4,gone,1,904,0,19548
6,1,30,0,2.04,meet,112,4,gone,1,1290,0,19548
1,1,30,0,2.5,oval,9,7,hipster,1,273,0,19060
7,0,38,0,1.68,oaken,0,5,whose,1,455,0,19834
8,1,30,0,1.68,oaken,0,5,whose,1,463,0,19834
14,0,22,0,1.68,oaken,0,5,whose,1,493,0,19834
23,1,42,0,1.68,oaken,0,5,whose,1,535,0,19834
18,1,25,0,1.68,oaken,0,5,whose,1,575,0,19834
10,1,21,0,1.68,oaken,0,5,whose,1,587,0,19834
28,1,30,0,1.68,oaken,0,5,whose,1,634,0,19834
22,1,29,0,1.68,oaken,0,5,whose,1,736,0,19834
20,1,23,0,1.68,oaken,0,5,whose,1,796,0,19834
2,1,50,0,1.68,oaken,0,5,whose,1,1033,0,19834
12,0,24,0,1.68,oaken,0,5,whose,1,1040,0,19834
26,0,51,0,1.68,oaken,0,5,whose,1,1238,0,19834
16,1,22,0,1.68,oaken,0,5,whose,1,1495,0,19834
26,0,51,0,4.8,building,177,4,food,1,720,0,18992
13,1,29,0,2.5,oval,9,7,hipster,1,529,0,19060
21,1,18,0,2.5,oval,9,7,hipster,1,535,0,19060
7,0,38,0,2.5,oval,9,7,hipster,1,613,0,19060
10,1,21,0,2.5,oval,9,7,hipster,1,656,0,19060
14,0,22,0,2.5,oval,9,7,hipster,1,685,0,19060
23,1,42,0,2.5,oval,9,7,hipster,1,715,0,19060
28,1,30,0,2.5,oval,9,7,hipster,1,758,0,19060
18,1,25,0,2.5,oval,9,7,hipster,1,807,0,19060
5,1,29,0,2.5,oval,9,7,hipster,1,820,0,19060
8,1,30,0,2.5,oval,9,7,hipster,1,849,0,19060
29,0,29,0,2.5,oval,9,7,hipster,1,860,0,19060
12,0,24,0,2.5,oval,9,7,hipster,1,928,0,19060
10,1,21,0,4.8,building,177,4,food,1,735,0,18992
11,1,20,0,2.5,oval,9,7,hipster,1,978,0,19060
22,1,29,0,2.5,oval,9,7,hipster,1,1121,0,19060
20,1,23,0,2.5,oval,9,7,hipster,1,1153,0,19060
3,1,60,0,2.5,oval,9,7,hipster,1,1274,0,19060
9,1,46,0,2.5,oval,9,7,hipster,1,1274,0,19060
27,1,46,0,2.5,oval,9,7,hipster,1,1345,0,19060
2,1,50,0,2.5,oval,9,7,hipster,1,1425,0,19060
19,1,46,0,2.5,oval,9,7,hipster,1,1457,0,19060
7,0,38,0,4.91,recede,0,5,socks,1,375,0,991
7,0,38,0,4.69,reaches,16,6,timers,1,431,0,51
10,1,21,0,4.69,reaches,16,6,timers,1,520,0,51
8,1,30,0,4.69,reaches,16,6,timers,1,538,0,51
23,1,42,0,4.69,reaches,16,6,timers,1,571,0,51
21,1,18,0,4.69,reaches,16,6,timers,1,628,0,51
5,1,29,0,4.69,reaches,16,6,timers,1,675,0,51
12,0,24,0,4.69,reaches,16,6,timers,1,717,0,51
18,1,25,0,4.69,reaches,16,6,timers,1,747,0,51
2,1,50,0,4.69,reaches,16,6,timers,1,761,0,51
1,1,30,0,4.69,reaches,16,6,timers,1,775,0,51
14,0,22,0,4.69,reaches,16,6,timers,1,819,0,51
29,0,29,0,4.69,reaches,16,6,timers,1,958,0,51
16,1,22,0,4.69,reaches,16,6,timers,1,960,0,51
27,1,46,0,4.69,reaches,16,6,timers,1,1021,0,51
28,1,30,0,4.69,reaches,16,6,timers,1,1024,0,51
24,1,48,0,4.69,reaches,16,6,timers,1,1065,0,51
20,1,23,0,4.69,reaches,16,6,timers,1,1102,0,51
3,1,60,0,4.69,reaches,16,6,timers,1,1141,0,51
9,1,46,0,4.69,reaches,16,6,timers,1,1141,0,51
22,1,29,0,4.69,reaches,16,6,timers,1,1164,0,51
25,1,47,0,4.69,reaches,16,6,timers,1,1190,0,51
10,1,21,0,4.91,recede,0,5,socks,1,445,0,991
18,1,25,0,4.91,recede,0,5,socks,1,468,0,991
8,1,30,0,4.91,recede,0,5,socks,1,522,0,991
13,1,29,0,4.91,recede,0,5,socks,1,526,0,991
28,1,30,0,4.91,recede,0,5,socks,1,558,0,991
5,1,29,0,4.91,recede,0,5,socks,1,592,0,991
23,1,42,0,4.91,recede,0,5,socks,1,598,0,991
14,0,22,0,4.91,recede,0,5,socks,1,603,0,991
27,1,46,0,4.91,recede,0,5,socks,1,625,0,991
11,1,20,0,4.91,recede,0,5,socks,1,681,0,991
3,1,60,0,4.91,recede,0,5,socks,1,721,0,991
9,1,46,0,4.91,recede,0,5,socks,1,721,0,991
21,1,18,0,4.91,recede,0,5,socks,1,726,0,991
2,1,50,0,4.91,recede,0,5,socks,1,742,0,991
17,1,33,0,4.91,recede,0,5,socks,1,824,0,991
6,1,30,0,4.91,recede,0,5,socks,1,866,0,991
25,1,47,0,4.91,recede,0,5,socks,1,972,0,991
16,1,22,0,4.91,recede,0,5,socks,1,984,0,991
1,1,30,0,4.91,recede,0,5,socks,1,1011,0,991
19,1,46,0,4.91,recede,0,5,socks,1,1142,0,991
20,1,23,0,4.91,recede,0,5,socks,1,1284,0,991
22,1,29,0,4.91,recede,0,5,socks,1,1416,0,991
29,0,29,0,4.91,recede,0,5,socks,1,1483,0,991
23,1,42,0,4.22,rethinks,0,5,scaly,1,831,0,75
10,1,21,0,4.22,rethinks,0,5,scaly,1,866,0,75
27,1,46,0,4.22,rethinks,0,5,scaly,1,891,0,75
